churn_status,transaction_count,transaction_change_ratio,contact_count_12_monts,churn_risk_segment
Attrited Customer,42,0.448,2,High Risk
Attrited Customer,42,0.448,2,High Risk
Attrited Customer,42,0.448,4,High Risk
Attrited Customer,42,0.448,3,High Risk
Attrited Customer,42,0.448,3,High Risk
Existing Customer,42,0.448,4,High Risk
Existing Customer,42,0.448,2,High Risk
Attrited Customer,42,0.448,3,High Risk
Attrited Customer,42,0.448,3,High Risk
Attrited Customer,42,0.5,1,High Risk
Attrited Customer,42,0.5,3,High Risk
Attrited Customer,42,0.5,3,High Risk
Attrited Customer,42,0.5,4,High Risk
Attrited Customer,42,0.5,3,High Risk
Attrited Customer,42,0.5,1,High Risk
Attrited Customer,42,0.5,3,High Risk
Attrited Customer,42,0.5,2,High Risk
Existing Customer,42,0.5,3,High Risk
Attrited Customer,42,0.5,2,High Risk
Existing Customer,42,0.5,2,High Risk
Attrited Customer,42,0.5,2,High Risk
Attrited Customer,42,0.5,2,High Risk
Attrited Customer,42,0.5,3,High Risk
Attrited Customer,42,0.5,2,High Risk
Attrited Customer,42,0.556,2,High Risk
Existing Customer,42,0.556,1,High Risk
Existing Customer,42,0.556,2,High Risk
Existing Customer,42,0.556,4,High Risk
Existing Customer,42,0.556,3,High Risk
Existing Customer,42,0.556,4,High Risk
Attrited Customer,42,0.556,5,High Risk
Attrited Customer,42,0.556,4,High Risk
Attrited Customer,42,0.556,3,High Risk
Attrited Customer,42,0.556,6,High Risk
Attrited Customer,42,0.556,4,High Risk
Attrited Customer,42,0.556,4,High Risk
Attrited Customer,42,0.615,2,High Risk
Attrited Customer,42,0.615,4,High Risk
Attrited Customer,42,0.615,1,High Risk
Attrited Customer,42,0.615,4,High Risk
Attrited Customer,42,0.615,3,High Risk
Existing Customer,42,0.615,3,High Risk
Existing Customer,42,0.615,3,High Risk
Existing Customer,42,0.68,2,High Risk
Existing Customer,42,0.68,2,High Risk
Attrited Customer,42,0.68,4,High Risk
Attrited Customer,42,0.68,2,High Risk
Existing Customer,42,0.68,4,High Risk
Existing Customer,42,0.68,3,High Risk
Existing Customer,42,0.68,2,High Risk
Existing Customer,42,0.75,1,High Risk
Existing Customer,42,0.75,3,High Risk
Attrited Customer,42,0.75,3,High Risk
Attrited Customer,42,0.75,4,High Risk
Existing Customer,42,0.75,1,High Risk
Existing Customer,42,0.75,0,High Risk
Existing Customer,42,0.75,3,High Risk
Existing Customer,42,0.75,2,High Risk
Existing Customer,42,0.75,0,High Risk
Existing Customer,42,0.75,2,High Risk
Existing Customer,42,0.75,4,High Risk
Existing Customer,42,0.826,2,High Risk
Existing Customer,42,0.826,2,High Risk
Attrited Customer,42,0.826,2,High Risk
Existing Customer,42,0.909,4,High Risk
Existing Customer,42,0.909,2,High Risk
Existing Customer,42,0.909,2,High Risk
Existing Customer,42,0.909,4,High Risk
Existing Customer,42,0.909,4,High Risk
Existing Customer,42,1,2,High Risk
Attrited Customer,42,1,3,High Risk
Existing Customer,42,1.1,2,High Risk
Existing Customer,42,1.1,4,High Risk
Existing Customer,42,1.211,2,High Risk
Existing Customer,42,1.211,0,High Risk
Existing Customer,42,1.333,2,High Risk
Existing Customer,42,1.471,3,High Risk
Existing Customer,42,1.625,3,High Risk
Existing Customer,42,2,2,High Risk
Existing Customer,42,2,4,High Risk
Existing Customer,42,2.5,2,High Risk
Attrited Customer,43,0.162,4,High Risk
Existing Customer,43,0.265,4,High Risk
Attrited Customer,43,0.303,2,High Risk
Attrited Customer,43,0.303,1,High Risk
Attrited Customer,43,0.303,3,High Risk
Attrited Customer,43,0.303,3,High Risk
Attrited Customer,43,0.303,2,High Risk
Attrited Customer,43,0.303,1,High Risk
Attrited Customer,43,0.303,1,High Risk
Attrited Customer,43,0.344,3,High Risk
Attrited Customer,43,0.344,2,High Risk
Attrited Customer,43,0.344,2,High Risk
Attrited Customer,43,0.344,2,High Risk
Existing Customer,43,0.344,4,High Risk
Existing Customer,43,0.344,2,High Risk
Existing Customer,43,0.344,3,High Risk
Existing Customer,43,0.344,4,High Risk
Attrited Customer,43,0.344,3,High Risk
Existing Customer,43,0.344,3,High Risk
Existing Customer,43,0.344,4,High Risk
Existing Customer,43,0.387,0,High Risk
Existing Customer,43,0.387,2,High Risk
Existing Customer,43,0.387,4,High Risk
Existing Customer,43,0.387,3,High Risk
Existing Customer,43,0.387,4,High Risk
Attrited Customer,43,0.387,3,High Risk
Attrited Customer,43,0.387,3,High Risk
Attrited Customer,43,0.387,3,High Risk
Attrited Customer,43,0.387,2,High Risk
Attrited Customer,43,0.387,3,High Risk
Attrited Customer,43,0.387,2,High Risk
Attrited Customer,43,0.387,3,High Risk
Attrited Customer,43,0.387,4,High Risk
Attrited Customer,43,0.387,3,High Risk
Attrited Customer,43,0.433,4,High Risk
Attrited Customer,43,0.433,2,High Risk
Attrited Customer,43,0.433,3,High Risk
Attrited Customer,43,0.433,3,High Risk
Attrited Customer,43,0.433,2,High Risk
Attrited Customer,43,0.433,3,High Risk
Attrited Customer,43,0.433,3,High Risk
Attrited Customer,43,0.433,1,High Risk
Attrited Customer,43,0.433,4,High Risk
Attrited Customer,43,0.433,2,High Risk
Attrited Customer,43,0.433,4,High Risk
Attrited Customer,43,0.433,2,High Risk
Existing Customer,43,0.433,2,High Risk
Existing Customer,43,0.433,4,High Risk
Existing Customer,43,0.483,4,High Risk
Existing Customer,43,0.483,4,High Risk
Attrited Customer,43,0.483,4,High Risk
Existing Customer,43,0.483,2,High Risk
Existing Customer,43,0.483,1,High Risk
Attrited Customer,43,0.483,3,High Risk
Attrited Customer,43,0.483,4,High Risk
Attrited Customer,43,0.483,3,High Risk
Attrited Customer,43,0.483,3,High Risk
Attrited Customer,43,0.483,4,High Risk
Attrited Customer,43,0.483,4,High Risk
Attrited Customer,43,0.483,4,High Risk
Attrited Customer,43,0.483,3,High Risk
Attrited Customer,43,0.483,3,High Risk
Attrited Customer,43,0.536,4,High Risk
Attrited Customer,43,0.536,3,High Risk
Attrited Customer,43,0.536,4,High Risk
Attrited Customer,43,0.536,3,High Risk
Attrited Customer,43,0.536,2,High Risk
Attrited Customer,43,0.536,2,High Risk
Attrited Customer,43,0.536,2,High Risk
Attrited Customer,43,0.536,4,High Risk
Attrited Customer,43,0.536,2,High Risk
Attrited Customer,43,0.536,1,High Risk
Attrited Customer,43,0.536,3,High Risk
Attrited Customer,43,0.536,3,High Risk
Existing Customer,43,0.536,1,High Risk
Attrited Customer,43,0.536,3,High Risk
Existing Customer,43,0.536,2,High Risk
Existing Customer,43,0.536,1,High Risk
Existing Customer,43,0.536,4,High Risk
Existing Customer,43,0.536,2,High Risk
Existing Customer,43,0.536,3,High Risk
Existing Customer,43,0.536,2,High Risk
Existing Customer,43,0.536,2,High Risk
Existing Customer,43,0.536,2,High Risk
Existing Customer,43,0.593,3,High Risk
Existing Customer,43,0.593,3,High Risk
Existing Customer,43,0.593,2,High Risk
Attrited Customer,43,0.593,2,High Risk
Attrited Customer,43,0.593,3,High Risk
Attrited Customer,43,0.593,2,High Risk
Attrited Customer,43,0.593,3,High Risk
Attrited Customer,43,0.593,3,High Risk
Attrited Customer,43,0.593,4,High Risk
Attrited Customer,43,0.593,2,High Risk
Attrited Customer,43,0.593,2,High Risk
Attrited Customer,43,0.593,3,High Risk
Attrited Customer,43,0.593,4,High Risk
Existing Customer,43,0.593,4,High Risk
Existing Customer,43,0.654,4,High Risk
Existing Customer,43,0.654,0,High Risk
Attrited Customer,43,0.654,2,High Risk
Existing Customer,43,0.654,4,High Risk
Attrited Customer,43,0.654,6,High Risk
Attrited Customer,43,0.654,3,High Risk
Attrited Customer,43,0.654,3,High Risk
Attrited Customer,43,0.654,2,High Risk
Attrited Customer,43,0.654,3,High Risk
Attrited Customer,43,0.654,2,High Risk
Attrited Customer,43,0.654,3,High Risk
Attrited Customer,43,0.654,1,High Risk
Existing Customer,43,0.654,2,High Risk
Existing Customer,43,0.654,2,High Risk
Existing Customer,43,0.72,2,High Risk
Existing Customer,43,0.72,3,High Risk
Existing Customer,43,0.72,4,High Risk
Existing Customer,43,0.72,3,High Risk
Attrited Customer,43,0.72,3,High Risk
Attrited Customer,43,0.72,4,High Risk
Attrited Customer,43,0.72,2,High Risk
Attrited Customer,43,0.72,3,High Risk
Attrited Customer,43,0.72,4,High Risk
Attrited Customer,43,0.72,3,High Risk
Existing Customer,43,0.72,4,High Risk
Existing Customer,43,0.72,4,High Risk
Existing Customer,43,0.87,2,High Risk
Existing Customer,43,0.87,2,High Risk
Attrited Customer,43,0.87,3,High Risk
Attrited Customer,43,0.87,2,High Risk
Existing Customer,43,0.87,3,High Risk
Existing Customer,43,0.87,4,High Risk
Existing Customer,43,0.87,1,High Risk
Existing Customer,43,0.87,2,High Risk
Existing Customer,43,0.955,3,High Risk
Existing Customer,43,0.955,2,High Risk
Existing Customer,43,0.955,3,High Risk
Existing Customer,43,0.955,2,High Risk
Attrited Customer,43,0.955,2,High Risk
Existing Customer,43,1.048,4,High Risk
Existing Customer,43,1.048,3,High Risk
Existing Customer,43,1.048,0,High Risk
Existing Customer,43,1.048,0,High Risk
Existing Customer,43,1.15,0,High Risk
Existing Customer,43,1.15,4,High Risk
Existing Customer,43,1.15,4,High Risk
Existing Customer,43,1.263,2,High Risk
Existing Customer,43,1.263,3,High Risk
Existing Customer,43,1.263,1,High Risk
Existing Customer,44,0.189,3,High Risk
Attrited Customer,44,0.222,4,High Risk
Attrited Customer,44,0.257,3,High Risk
Attrited Customer,44,0.257,5,High Risk
Existing Customer,44,0.257,4,High Risk
Existing Customer,44,0.294,2,High Risk
Existing Customer,44,0.294,3,High Risk
Existing Customer,44,0.294,4,High Risk
Attrited Customer,44,0.294,3,High Risk
Attrited Customer,44,0.294,3,High Risk
Existing Customer,44,0.333,2,High Risk
Attrited Customer,44,0.333,6,High Risk
Existing Customer,44,0.333,3,High Risk
Existing Customer,44,0.375,4,High Risk
Existing Customer,44,0.375,4,High Risk
Existing Customer,44,0.375,2,High Risk
Attrited Customer,44,0.375,3,High Risk
Attrited Customer,44,0.375,2,High Risk
Attrited Customer,44,0.375,3,High Risk
Attrited Customer,44,0.375,4,High Risk
Attrited Customer,44,0.375,3,High Risk
Attrited Customer,44,0.375,2,High Risk
Attrited Customer,44,0.375,4,High Risk
Attrited Customer,44,0.419,3,High Risk
Attrited Customer,44,0.419,2,High Risk
Existing Customer,44,0.419,0,High Risk
Attrited Customer,44,0.419,2,High Risk
Attrited Customer,44,0.419,4,High Risk
Attrited Customer,44,0.419,2,High Risk
Attrited Customer,44,0.419,4,High Risk
Existing Customer,44,0.419,4,High Risk
Existing Customer,44,0.419,3,High Risk
Attrited Customer,44,0.419,3,High Risk
Existing Customer,44,0.419,4,High Risk
Existing Customer,44,0.419,3,High Risk
Existing Customer,44,0.467,2,High Risk
Existing Customer,44,0.467,5,High Risk
Attrited Customer,44,0.467,4,High Risk
Existing Customer,44,0.467,4,High Risk
Existing Customer,44,0.467,4,High Risk
Existing Customer,44,0.467,4,High Risk
Existing Customer,44,0.467,2,High Risk
Existing Customer,44,0.467,1,High Risk
Attrited Customer,44,0.467,3,High Risk
Attrited Customer,44,0.467,4,High Risk
Attrited Customer,44,0.467,2,High Risk
Existing Customer,44,0.467,2,High Risk
Attrited Customer,44,0.467,5,High Risk
Attrited Customer,44,0.467,2,High Risk
Attrited Customer,44,0.467,2,High Risk
Attrited Customer,44,0.467,3,High Risk
Attrited Customer,44,0.467,2,High Risk
Attrited Customer,44,0.467,2,High Risk
Attrited Customer,44,0.467,2,High Risk
Attrited Customer,44,0.467,3,High Risk
Attrited Customer,44,0.467,3,High Risk
Attrited Customer,44,0.517,6,High Risk
Attrited Customer,44,0.517,3,High Risk
Attrited Customer,44,0.517,3,High Risk
Attrited Customer,44,0.517,2,High Risk
Attrited Customer,44,0.517,3,High Risk
Attrited Customer,44,0.517,1,High Risk
Attrited Customer,44,0.517,4,High Risk
Attrited Customer,44,0.517,3,High Risk
Existing Customer,44,0.571,3,High Risk
Existing Customer,44,0.571,4,High Risk
Existing Customer,44,0.571,3,High Risk
Existing Customer,44,0.571,2,High Risk
Existing Customer,44,0.571,3,High Risk
Attrited Customer,44,0.571,4,High Risk
Attrited Customer,44,0.571,3,High Risk
Attrited Customer,44,0.571,3,High Risk
Attrited Customer,44,0.571,4,High Risk
Attrited Customer,44,0.571,2,High Risk
Attrited Customer,44,0.571,4,High Risk
Existing Customer,44,0.571,3,High Risk
Attrited Customer,44,0.63,3,High Risk
Attrited Customer,44,0.63,4,High Risk
Attrited Customer,44,0.63,3,High Risk
Attrited Customer,44,0.63,3,High Risk
Attrited Customer,44,0.63,3,High Risk
Attrited Customer,44,0.63,3,High Risk
Attrited Customer,44,0.63,1,High Risk
Attrited Customer,44,0.63,2,High Risk
Attrited Customer,44,0.63,1,High Risk
Attrited Customer,44,0.63,4,High Risk
Existing Customer,44,0.63,2,High Risk
Existing Customer,44,0.63,2,High Risk
Existing Customer,44,0.63,2,High Risk
Existing Customer,44,0.63,2,High Risk
Attrited Customer,44,0.63,4,High Risk
Attrited Customer,44,0.63,3,High Risk
Attrited Customer,44,0.692,3,High Risk
Attrited Customer,44,0.692,3,High Risk
Existing Customer,44,0.692,2,High Risk
Existing Customer,44,0.692,4,High Risk
Existing Customer,44,0.692,2,High Risk
Attrited Customer,44,0.692,0,High Risk
Attrited Customer,44,0.692,3,High Risk
Attrited Customer,44,0.76,1,High Risk
Existing Customer,44,0.76,3,High Risk
Existing Customer,44,0.76,3,High Risk
Existing Customer,44,0.76,2,High Risk
Existing Customer,44,0.76,4,High Risk
Existing Customer,44,0.76,3,High Risk
Existing Customer,44,0.76,2,High Risk
Existing Customer,44,0.76,2,High Risk
Existing Customer,44,0.76,3,High Risk
Existing Customer,44,0.833,3,High Risk
Existing Customer,44,0.833,4,High Risk
Existing Customer,44,0.833,3,High Risk
Existing Customer,44,0.833,2,High Risk
Attrited Customer,44,0.833,2,High Risk
Attrited Customer,44,0.833,5,High Risk
Attrited Customer,44,0.833,2,High Risk
Attrited Customer,44,0.913,3,High Risk
Attrited Customer,44,0.913,0,High Risk
Existing Customer,44,0.913,0,High Risk
Existing Customer,44,0.913,4,High Risk
Existing Customer,44,1,2,High Risk
Existing Customer,44,1,3,High Risk
Existing Customer,44,1,4,High Risk
Existing Customer,44,1.095,0,High Risk
Existing Customer,44,1.095,2,High Risk
Existing Customer,44,1.2,3,High Risk
Existing Customer,44,1.316,0,High Risk
Existing Customer,44,1.75,3,High Risk
Attrited Customer,45,0.25,3,High Risk
Attrited Customer,45,0.25,4,High Risk
Existing Customer,45,0.324,4,High Risk
Attrited Customer,45,0.324,3,High Risk
Existing Customer,45,0.324,2,High Risk
Existing Customer,45,0.324,2,High Risk
Existing Customer,45,0.364,4,High Risk
Existing Customer,45,0.364,2,High Risk
Existing Customer,45,0.364,2,High Risk
Existing Customer,45,0.364,2,High Risk
Existing Customer,45,0.364,3,High Risk
Existing Customer,45,0.364,2,High Risk
Attrited Customer,45,0.364,3,High Risk
Attrited Customer,45,0.364,3,High Risk
Attrited Customer,45,0.364,1,High Risk
Attrited Customer,45,0.364,2,High Risk
Attrited Customer,45,0.406,4,High Risk
Attrited Customer,45,0.406,4,High Risk
Attrited Customer,45,0.406,1,High Risk
Attrited Customer,45,0.406,0,High Risk
Attrited Customer,45,0.406,4,High Risk
Attrited Customer,45,0.406,3,High Risk
Attrited Customer,45,0.406,3,High Risk
Attrited Customer,45,0.406,3,High Risk
Attrited Customer,45,0.406,1,High Risk
Attrited Customer,45,0.406,2,High Risk
Existing Customer,45,0.406,3,High Risk
Existing Customer,45,0.406,0,High Risk
Existing Customer,45,0.406,1,High Risk
Existing Customer,45,0.452,4,High Risk
Existing Customer,45,0.452,1,High Risk
Existing Customer,45,0.452,2,High Risk
Existing Customer,45,0.452,2,High Risk
Existing Customer,45,0.452,2,High Risk
Attrited Customer,45,0.452,3,High Risk
Attrited Customer,45,0.452,2,High Risk
Attrited Customer,45,0.452,3,High Risk
Attrited Customer,45,0.452,3,High Risk
Attrited Customer,45,0.452,3,High Risk
Attrited Customer,45,0.452,4,High Risk
Attrited Customer,45,0.452,4,High Risk
Attrited Customer,45,0.452,1,High Risk
Attrited Customer,45,0.452,4,High Risk
Attrited Customer,45,0.452,2,High Risk
Existing Customer,45,0.452,1,High Risk
Attrited Customer,45,0.5,4,High Risk
Attrited Customer,45,0.5,3,High Risk
Attrited Customer,45,0.5,2,High Risk
Attrited Customer,45,0.5,2,High Risk
Existing Customer,45,0.5,2,High Risk
Attrited Customer,45,0.5,2,High Risk
Attrited Customer,45,0.5,1,High Risk
Attrited Customer,45,0.5,5,High Risk
Attrited Customer,45,0.5,1,High Risk
Existing Customer,45,0.5,3,High Risk
Existing Customer,45,0.5,3,High Risk
Existing Customer,45,0.5,3,High Risk
Existing Customer,45,0.5,2,High Risk
Existing Customer,45,0.552,4,High Risk
Attrited Customer,45,0.552,4,High Risk
Existing Customer,45,0.552,2,High Risk
Attrited Customer,45,0.552,3,High Risk
Attrited Customer,45,0.552,3,High Risk
Attrited Customer,45,0.552,2,High Risk
Attrited Customer,45,0.552,3,High Risk
Attrited Customer,45,0.552,2,High Risk
Attrited Customer,45,0.552,3,High Risk
Attrited Customer,45,0.552,3,High Risk
Attrited Customer,45,0.552,6,High Risk
Attrited Customer,45,0.552,2,High Risk
Attrited Customer,45,0.607,3,High Risk
Attrited Customer,45,0.607,3,High Risk
Attrited Customer,45,0.607,1,High Risk
Attrited Customer,45,0.607,3,High Risk
Attrited Customer,45,0.607,3,High Risk
Existing Customer,45,0.607,3,High Risk
Existing Customer,45,0.607,0,High Risk
Existing Customer,45,0.607,0,High Risk
Existing Customer,45,0.607,3,High Risk
Existing Customer,45,0.607,4,High Risk
Existing Customer,45,0.607,2,High Risk
Existing Customer,45,0.607,2,High Risk
Existing Customer,45,0.607,3,High Risk
Existing Customer,45,0.607,5,High Risk
Existing Customer,45,0.667,1,High Risk
Existing Customer,45,0.667,2,High Risk
Existing Customer,45,0.667,4,High Risk
Existing Customer,45,0.667,2,High Risk
Existing Customer,45,0.667,3,High Risk
Existing Customer,45,0.667,0,High Risk
Existing Customer,45,0.667,2,High Risk
Existing Customer,45,0.667,3,High Risk
Attrited Customer,45,0.667,5,High Risk
Existing Customer,45,0.667,3,High Risk
Attrited Customer,45,0.667,4,High Risk
Attrited Customer,45,0.667,2,High Risk
Attrited Customer,45,0.667,2,High Risk
Attrited Customer,45,0.731,3,High Risk
Attrited Customer,45,0.731,2,High Risk
Attrited Customer,45,0.731,5,High Risk
Attrited Customer,45,0.731,4,High Risk
Attrited Customer,45,0.731,2,High Risk
Existing Customer,45,0.731,3,High Risk
Existing Customer,45,0.731,4,High Risk
Existing Customer,45,0.731,4,High Risk
Existing Customer,45,0.731,3,High Risk
Existing Customer,45,0.731,4,High Risk
Existing Customer,45,0.8,2,High Risk
Existing Customer,45,0.8,3,High Risk
Existing Customer,45,0.8,2,High Risk
Existing Customer,45,0.8,2,High Risk
Existing Customer,45,0.8,0,High Risk
Attrited Customer,45,0.8,6,High Risk
Attrited Customer,45,0.875,3,High Risk
Existing Customer,45,0.875,3,High Risk
Existing Customer,45,0.875,3,High Risk
Existing Customer,45,0.875,3,High Risk
Existing Customer,45,0.875,3,High Risk
Existing Customer,45,0.875,0,High Risk
Existing Customer,45,0.875,2,High Risk
Existing Customer,45,0.957,3,High Risk
Existing Customer,45,0.957,2,High Risk
Existing Customer,45,0.957,1,High Risk
Existing Customer,45,1.045,4,High Risk
Existing Customer,45,1.143,3,High Risk
Existing Customer,45,1.143,2,High Risk
Existing Customer,45,1.25,3,High Risk
Existing Customer,45,1.647,2,High Risk
Existing Customer,45,1.647,2,High Risk
Attrited Customer,46,0.278,5,High Risk
Attrited Customer,46,0.278,3,High Risk
Existing Customer,46,0.314,2,High Risk
Attrited Customer,46,0.314,2,High Risk
Attrited Customer,46,0.353,6,High Risk
Attrited Customer,46,0.353,3,High Risk
Attrited Customer,46,0.353,2,High Risk
Attrited Customer,46,0.353,2,High Risk
Attrited Customer,46,0.394,3,High Risk
Attrited Customer,46,0.394,3,High Risk
Attrited Customer,46,0.394,3,High Risk
Attrited Customer,46,0.394,2,High Risk
Attrited Customer,46,0.394,3,High Risk
Attrited Customer,46,0.394,3,High Risk
Attrited Customer,46,0.394,1,High Risk
Attrited Customer,46,0.394,2,High Risk
Existing Customer,46,0.394,4,High Risk
Existing Customer,46,0.394,2,High Risk
Existing Customer,46,0.438,2,High Risk
Existing Customer,46,0.438,3,High Risk
Existing Customer,46,0.438,2,High Risk
Existing Customer,46,0.438,2,High Risk
Attrited Customer,46,0.438,3,High Risk
Attrited Customer,46,0.438,5,High Risk
Attrited Customer,46,0.438,4,High Risk
Attrited Customer,46,0.438,3,High Risk
Attrited Customer,46,0.438,3,High Risk
Attrited Customer,46,0.484,2,High Risk
Attrited Customer,46,0.484,3,High Risk
Attrited Customer,46,0.484,4,High Risk
Attrited Customer,46,0.484,4,High Risk
Attrited Customer,46,0.484,3,High Risk
Attrited Customer,46,0.484,2,High Risk
Attrited Customer,46,0.484,4,High Risk
Attrited Customer,46,0.484,4,High Risk
Existing Customer,46,0.484,4,High Risk
Existing Customer,46,0.484,2,High Risk
Existing Customer,46,0.484,3,High Risk
Existing Customer,46,0.533,3,High Risk
Existing Customer,46,0.533,2,High Risk
Existing Customer,46,0.533,0,High Risk
Existing Customer,46,0.533,3,High Risk
Attrited Customer,46,0.533,4,High Risk
Attrited Customer,46,0.533,2,High Risk
Attrited Customer,46,0.533,4,High Risk
Attrited Customer,46,0.586,6,High Risk
Attrited Customer,46,0.586,4,High Risk
Existing Customer,46,0.586,3,High Risk
Attrited Customer,46,0.586,4,High Risk
Attrited Customer,46,0.586,2,High Risk
Attrited Customer,46,0.586,2,High Risk
Attrited Customer,46,0.586,3,High Risk
Attrited Customer,46,0.586,6,High Risk
Attrited Customer,46,0.586,5,High Risk
Attrited Customer,46,0.586,4,High Risk
Existing Customer,46,0.586,2,High Risk
Existing Customer,46,0.586,4,High Risk
Existing Customer,46,0.586,4,High Risk
Existing Customer,46,0.586,3,High Risk
Existing Customer,46,0.586,3,High Risk
Existing Customer,46,0.586,4,High Risk
Attrited Customer,46,0.586,3,High Risk
Attrited Customer,46,0.643,3,High Risk
Existing Customer,46,0.643,3,High Risk
Existing Customer,46,0.643,2,High Risk
Existing Customer,46,0.643,0,High Risk
Existing Customer,46,0.643,0,High Risk
Attrited Customer,46,0.643,4,High Risk
Existing Customer,46,0.643,2,High Risk
Attrited Customer,46,0.643,2,High Risk
Attrited Customer,46,0.643,4,High Risk
Attrited Customer,46,0.643,4,High Risk
Existing Customer,46,0.704,2,High Risk
Attrited Customer,46,0.704,3,High Risk
Existing Customer,46,0.704,2,High Risk
Existing Customer,46,0.704,4,High Risk
Existing Customer,46,0.704,3,High Risk
Existing Customer,46,0.769,2,High Risk
Attrited Customer,46,0.769,1,High Risk
Existing Customer,46,0.769,3,High Risk
Attrited Customer,46,0.769,4,High Risk
Attrited Customer,46,0.769,5,High Risk
Attrited Customer,46,0.769,3,High Risk
Attrited Customer,46,0.84,2,High Risk
Existing Customer,46,0.917,2,High Risk
Existing Customer,46,0.917,0,High Risk
Existing Customer,46,0.917,5,High Risk
Existing Customer,46,0.917,3,High Risk
Existing Customer,46,1,4,High Risk
Existing Customer,46,1,1,High Risk
Existing Customer,46,1,4,High Risk
Existing Customer,46,1,3,High Risk
Attrited Customer,46,1,4,High Risk
Attrited Customer,46,1,3,High Risk
Existing Customer,46,1,2,High Risk
Existing Customer,46,1.091,3,High Risk
Existing Customer,46,1.3,2,High Risk
Existing Customer,46,1.3,4,High Risk
Existing Customer,46,1.3,2,High Risk
Existing Customer,46,1.421,3,High Risk
Attrited Customer,47,0.119,3,High Risk
Attrited Customer,47,0.306,3,High Risk
Existing Customer,47,0.306,2,High Risk
Attrited Customer,47,0.306,3,High Risk
Attrited Customer,47,0.343,6,High Risk
Attrited Customer,47,0.382,3,High Risk
Existing Customer,47,0.382,3,High Risk
Existing Customer,47,0.382,3,High Risk
Existing Customer,47,0.382,2,High Risk
Attrited Customer,47,0.382,3,High Risk
Attrited Customer,47,0.382,1,High Risk
Attrited Customer,47,0.382,2,High Risk
Existing Customer,47,0.382,2,High Risk
Existing Customer,47,0.424,3,High Risk
Attrited Customer,47,0.424,4,High Risk
Existing Customer,47,0.424,4,High Risk
Existing Customer,47,0.424,2,High Risk
Attrited Customer,47,0.424,3,High Risk
Attrited Customer,47,0.424,5,High Risk
Attrited Customer,47,0.424,3,High Risk
Attrited Customer,47,0.424,4,High Risk
Attrited Customer,47,0.424,2,High Risk
Attrited Customer,47,0.469,1,High Risk
Attrited Customer,47,0.469,3,High Risk
Attrited Customer,47,0.469,2,High Risk
Attrited Customer,47,0.469,4,High Risk
Attrited Customer,47,0.469,3,High Risk
Attrited Customer,47,0.469,3,High Risk
Existing Customer,47,0.469,3,High Risk
Existing Customer,47,0.469,2,High Risk
Existing Customer,47,0.469,3,High Risk
Existing Customer,47,0.516,3,High Risk
Existing Customer,47,0.516,3,High Risk
Existing Customer,47,0.516,4,High Risk
Existing Customer,47,0.516,2,High Risk
Attrited Customer,47,0.516,3,High Risk
Attrited Customer,47,0.516,2,High Risk
Attrited Customer,47,0.516,3,High Risk
Attrited Customer,47,0.516,2,High Risk
Attrited Customer,47,0.516,3,High Risk
Attrited Customer,47,0.516,3,High Risk
Attrited Customer,47,0.516,2,High Risk
Attrited Customer,47,0.516,3,High Risk
Attrited Customer,47,0.567,4,High Risk
Existing Customer,47,0.567,3,High Risk
Attrited Customer,47,0.567,3,High Risk
Attrited Customer,47,0.567,3,High Risk
Existing Customer,47,0.567,2,High Risk
Existing Customer,47,0.567,2,High Risk
Existing Customer,47,0.567,2,High Risk
Existing Customer,47,0.621,4,High Risk
Existing Customer,47,0.621,3,High Risk
Existing Customer,47,0.621,3,High Risk
Attrited Customer,47,0.621,3,High Risk
Attrited Customer,47,0.621,2,High Risk
Attrited Customer,47,0.621,3,High Risk
Attrited Customer,47,0.621,3,High Risk
Attrited Customer,47,0.621,3,High Risk
Attrited Customer,47,0.621,2,High Risk
Existing Customer,47,0.621,2,High Risk
Attrited Customer,47,0.621,3,High Risk
Attrited Customer,47,0.621,4,High Risk
Attrited Customer,47,0.621,4,High Risk
Attrited Customer,47,0.621,3,High Risk
Existing Customer,47,0.621,2,High Risk
Attrited Customer,47,0.621,3,High Risk
Existing Customer,47,0.679,2,High Risk
Attrited Customer,47,0.679,3,High Risk
Existing Customer,47,0.679,3,High Risk
Existing Customer,47,0.679,3,High Risk
Existing Customer,47,0.679,2,High Risk
Existing Customer,47,0.679,3,High Risk
Existing Customer,47,0.741,0,High Risk
Attrited Customer,47,0.741,2,High Risk
Existing Customer,47,0.741,2,High Risk
Existing Customer,47,0.808,3,High Risk
Existing Customer,47,0.808,3,High Risk
Existing Customer,47,0.808,4,High Risk
Existing Customer,47,0.808,2,High Risk
Existing Customer,47,0.808,4,High Risk
Existing Customer,47,0.808,2,High Risk
Attrited Customer,47,0.808,3,High Risk
Existing Customer,47,0.88,2,High Risk
Existing Customer,47,0.88,3,High Risk
Existing Customer,47,0.88,0,High Risk
Existing Customer,47,0.88,2,High Risk
Existing Customer,47,0.88,2,High Risk
Existing Customer,47,0.958,2,High Risk
Existing Customer,47,0.958,3,High Risk
Existing Customer,47,0.958,3,High Risk
Existing Customer,47,0.958,2,High Risk
Existing Customer,47,0.958,2,High Risk
Attrited Customer,47,0.958,5,High Risk
Existing Customer,47,1.043,2,High Risk
Existing Customer,47,1.043,4,High Risk
Existing Customer,47,1.043,2,High Risk
Existing Customer,47,1.043,1,High Risk
